Comment Text,Cleaned Comment,Sentiment,lowercase,no_punct_digit,normalized,tokenized,preprocessing_comment
@ManUtd_ID Parah bgt. Mana di old trafford pun,parah bgt mana di old trafford pun,negatif,parah bgt mana di old trafford pun,parah bgt mana di old trafford pun,parah banget mana di old trafford pun,"['parah', 'banget', 'mana', 'di', 'old', 'trafford', 'pun']",parah banget old trafford
OFFICIAL ETH : Manuel Ugarte siap menjadi starter dalam laga melawan Southamton dihari sabtu *tinggal rasmus doang ini cakep udah #ManchesterUnited #Ugarte #kingemyu https://t.co/45Lsax9gE9,official eth manuel ugarte siap menjadi starter dalam laga melawan southamton dihari sabtu tinggal rasmus doang ini cakep udah manchesterunited ugarte kingemyu,positif,official eth manuel ugarte siap menjadi starter dalam laga melawan southamton dihari sabtu tinggal rasmus doang ini cakep udah manchesterunited ugarte kingemyu,official eth manuel ugarte siap menjadi starter dalam laga melawan southamton dihari sabtu tinggal rasmus doang ini cakep udah manchesterunited ugarte kingemyu,official eth manuel ugarte siap menjadi starter dalam laga melawan southamton dihari sabtu tinggal rasmus doang ini cakep sudah manchesterunited ugarte kingemyu,"['official', 'eth', 'manuel', 'ugarte', 'siap', 'menjadi', 'starter', 'dalam', 'laga', 'melawan', 'southamton', 'dihari', 'sabtu', 'tinggal', 'rasmus', 'doang', 'ini', 'cakep', 'sudah', 'manchesterunited', 'ugarte', 'kingemyu']",official eth manuel ugarte starter laga melawan southamton dihari sabtu tinggal rasmus doang cakep manchesterunited ugarte kingemyu
Sancho dan mctom di klub barunya kok bisa menari2 kasih assist obrak abrik lawan. Kok bisa?? Ada yg salah dengan @ManUtd_ID https://t.co/1kTXE2D11G,sancho dan mctom di klub barunya kok bisa menari kasih assist obrak abrik lawan kok bisa ada yg salah dengan,negatif,sancho dan mctom di klub barunya kok bisa menari kasih assist obrak abrik lawan kok bisa ada yg salah dengan,sancho dan mctom di klub barunya kok bisa menari kasih assist obrak abrik lawan kok bisa ada yg salah dengan,sancho dan mctom di klub barunya kok bisa menari kasih assist obrak abrik lawan kok bisa ada yang salah dengan,"['sancho', 'dan', 'mctom', 'di', 'klub', 'barunya', 'kok', 'bisa', 'menari', 'kasih', 'assist', 'obrak', 'abrik', 'lawan', 'kok', 'bisa', 'ada', 'yang', 'salah', 'dengan']",sancho mctom klub barunya menari kasih assist obrak abrik lawan salah
Selamat umat Manchester United yang berbahagia. Manchester United menang dramatis 2-1 atas Leicester City dalam laga putaran keempat Piala FA di Old Trafford Sabtu dini hari WIB.,selamat umat manchester united yang berbahagia manchester united menang dramatis atas leicester city dalam laga putaran keempat piala fa di old trafford sabtu dini hari wib,positif,selamat umat manchester united yang berbahagia manchester united menang dramatis atas leicester city dalam laga putaran keempat piala fa di old trafford sabtu dini hari wib,selamat umat manchester united yang berbahagia manchester united menang dramatis atas leicester city dalam laga putaran keempat piala fa di old trafford sabtu dini hari wib,selamat umat manchester united yang berbahagia manchester united menang dramatis atas leicester city dalam laga putaran keempat piala fa di old trafford sabtu dini hari wib,"['selamat', 'umat', 'manchester', 'united', 'yang', 'berbahagia', 'manchester', 'united', 'menang', 'dramatis', 'atas', 'leicester', 'city', 'dalam', 'laga', 'putaran', 'keempat', 'piala', 'fa', 'di', 'old', 'trafford', 'sabtu', 'dini', 'hari', 'wib']",selamat umat manchester united berbahagia manchester united menang dramatis leicester city laga putaran keempat piala fa old trafford sabtu wib
@gurlfromisland @007cndboys Morin aslinya fans emyu juga,morin aslinya fans emyu juga,negatif,morin aslinya fans emyu juga,morin aslinya fans emyu juga,morin aslinya fan emyu juga,"['morin', 'aslinya', 'fan', 'emyu', 'juga']",morin aslinya fan emyu
@Kurniawanws_ @ManUtd_ID dukung persis yo podo waee penak ndukung PS biak,dukung persis yo podo waee penak ndukung ps biak,negatif,dukung persis yo podo waee penak ndukung ps biak,dukung persis yo podo waee penak ndukung ps biak,dukung persis ya podo waee penak mendukung pas biak,"['dukung', 'persis', 'ya', 'podo', 'waee', 'penak', 'mendukung', 'pas', 'biak']",dukung persis ya podo waee penak mendukung pas biak
@idextratime emyu aja menang lawan juru kunci EPL,emyu aja menang lawan juru kunci epl,positif,emyu aja menang lawan juru kunci epl,emyu aja menang lawan juru kunci epl,emyu saja menang lawan juru kunci epl,"['emyu', 'saja', 'menang', 'lawan', 'juru', 'kunci', 'epl']",emyu menang lawan juru kunci epl
Klasemen Sementara Digeser Dulu Sama si merah Liverpool #IPSLIV #EMYU #ManchesterUnited,klasemen sementara digeser dulu sama si merah liverpool ipsliv emyu manchesterunited,netral,klasemen sementara digeser dulu sama si merah liverpool ipsliv emyu manchesterunited,klasemen sementara digeser dulu sama si merah liverpool ipsliv emyu manchesterunited,klasemen sementara digeser dulu sama sih merah liverpool ipsliv emyu manchesterunited,"['klasemen', 'sementara', 'digeser', 'dulu', 'sama', 'sih', 'merah', 'liverpool', 'ipsliv', 'emyu', 'manchesterunited']",klasemen digeser sih merah liverpool ipsliv emyu manchesterunited
@ManUtd_ID Kalo menang Alhamdulillah kalo kalah yaudah lah yaaaa...sampe g bisa sedih loh kalian kalah,kalo menang alhamdulillah kalo kalah yaudah lah yasampe g bisa sedih loh kalian kalah,positif,kalo menang alhamdulillah kalo kalah yaudah lah yasampe g bisa sedih loh kalian kalah,kalo menang alhamdulillah kalo kalah yaudah lah yasampe g bisa sedih loh kalian kalah,kalo menang alhamdulillah kalo kalah yaudah lah yasampe enggak bisa sedih loh kalian kalah,"['kalo', 'menang', 'alhamdulillah', 'kalo', 'kalah', 'yaudah', 'lah', 'yasampe', 'enggak', 'bisa', 'sedih', 'loh', 'kalian', 'kalah']",kalo menang alhamdulillah kalo kalah yaudah yasampe sedih loh kalah
@ManUtd_ID gajadi semua kaya tai lah,gajadi semua kaya tai lah,negatif,gajadi semua kaya tai lah,gajadi semua kaya tai lah,gajadi semua kaya tahi lah,"['gajadi', 'semua', 'kaya', 'tahi', 'lah']",gajadi kaya tahi
Antony tidak ada niatan untuk meninggalkan Manchester United dan juga tidak ada ketertarikan dari Fenerbache @FabrizioRomano #ManchesterUnited #Antony #kingemyu https://t.co/9o1M17OmVG,antony tidak ada niatan untuk meninggalkan manchester united dan juga tidak ada ketertarikan dari fenerbache manchesterunited antony kingemyu,positif,antony tidak ada niatan untuk meninggalkan manchester united dan juga tidak ada ketertarikan dari fenerbache manchesterunited antony kingemyu,antony tidak ada niatan untuk meninggalkan manchester united dan juga tidak ada ketertarikan dari fenerbache manchesterunited antony kingemyu,antony tidak ada niatan untuk meninggalkan manchester united dan juga tidak ada ketertarikan dari fenerbache manchesterunited antony kingemyu,"['antony', 'tidak', 'ada', 'niatan', 'untuk', 'meninggalkan', 'manchester', 'united', 'dan', 'juga', 'tidak', 'ada', 'ketertarikan', 'dari', 'fenerbache', 'manchesterunited', 'antony', 'kingemyu']",antony niatan meninggalkan manchester united ketertarikan fenerbache manchesterunited antony kingemyu
@ManUtd_ID EMYU nih apa?? Club bola apa komunitas ??? Pemainya lawak semua,emyu nih apa club bola apa komunitas pemainya lawak semua,negatif,emyu nih apa club bola apa komunitas pemainya lawak semua,emyu nih apa club bola apa komunitas pemainya lawak semua,emyu nih apa club bola apa komunitas pemainya lawak semua,"['emyu', 'nih', 'apa', 'club', 'bola', 'apa', 'komunitas', 'pemainya', 'lawak', 'semua']",emyu nih club bola komunitas pemainya lawak
@uyeeeb_ @ManUtd_ID City sdh treble,city sdh treble,netral,city sdh treble,city sdh treble,city sudah treble,"['city', 'sudah', 'treble']",city treble
@ManUtd_ID goblok,goblok,negatif,goblok,goblok,goblok,['goblok'],goblok
@BapaknyaCeyda @ManUtd_ID Bener tapi aneh aja udah lama ga juara EPL tapi jumlah trofinya masih yang terbanyak.,bener tapi aneh aja udah lama ga juara epl tapi jumlah trofinya masih yang terbanyak,negatif,bener tapi aneh aja udah lama ga juara epl tapi jumlah trofinya masih yang terbanyak,bener tapi aneh aja udah lama ga juara epl tapi jumlah trofinya masih yang terbanyak,benar tapi aneh saja sudah lama enggak juara epl tapi jumlah trofinya masih yang terbanyak,"['benar', 'tapi', 'aneh', 'saja', 'sudah', 'lama', 'enggak', 'juara', 'epl', 'tapi', 'jumlah', 'trofinya', 'masih', 'yang', 'terbanyak']",aneh juara epl trofinya
@_Banyoe fokus dukung @ManUtd_ID aja bang,fokus dukung aja bang,netral,fokus dukung aja bang,fokus dukung aja bang,fokus dukung saja bang,"['fokus', 'dukung', 'saja', 'bang']",fokus dukung bang
@thisisbaekho Gak usaah menyakiti hati moengilku emyu tetep dihatiii,gak usaah menyakiti hati moengilku emyu tetep dihati,positif,gak usaah menyakiti hati moengilku emyu tetep dihati,gak usaah menyakiti hati moengilku emyu tetep dihati,enggak usaah menyakiti hati moengilku emyu tetap dihati,"['enggak', 'usaah', 'menyakiti', 'hati', 'moengilku', 'emyu', 'tetap', 'dihati']",usaah menyakiti hati moengilku emyu dihati
@ManUtd_ID Sadtember diawali dan diakhiri dg 0-3 Tenang aja @pangeransiahaan optimis juara https://t.co/K4cRcOSKpp,sadtember diawali dan diakhiri dg tenang aja optimis juara,positif,sadtember diawali dan diakhiri dg tenang aja optimis juara,sadtember diawali dan diakhiri dg tenang aja optimis juara,sadtember diawali dan diakhiri dengan tenang saja optimis juara,"['sadtember', 'diawali', 'dan', 'diakhiri', 'dengan', 'tenang', 'saja', 'optimis', 'juara']",sadtember diawali tenang optimis juara
@ManUtd_ID Iyalah tolol kiper tololll @AndreyOnana sama bek tololll @DalotDiogo masih aja dipasang,iyalah tolol kiper tolol sama bek tolol masih aja dipasang,negatif,iyalah tolol kiper tolol sama bek tolol masih aja dipasang,iyalah tolol kiper tolol sama bek tolol masih aja dipasang,iyalah tolol kiper tolol sama bek tolol masih saja dipasang,"['iyalah', 'tolol', 'kiper', 'tolol', 'sama', 'bek', 'tolol', 'masih', 'saja', 'dipasang']",iyalah tolol kiper tolol bek tolol dipasang
@ManUtd_ID akankah amorim ngamuk2 lagi mecahin mangkok gelas di ruang ganti emyu?,akankah amorim ngamuk lagi mecahin mangkok gelas di ruang ganti emyu,netral,akankah amorim ngamuk lagi mecahin mangkok gelas di ruang ganti emyu,akankah amorim ngamuk lagi mecahin mangkok gelas di ruang ganti emyu,akankah amorim ngamuk lagi mecahin mangkok gelas di ruang ganti emyu,"['akankah', 'amorim', 'ngamuk', 'lagi', 'mecahin', 'mangkok', 'gelas', 'di', 'ruang', 'ganti', 'emyu']",amorim ngamuk mecahin mangkok gelas ruang ganti emyu
@ManUtd_ID WKWKWKWKWKWKW,wkwkwkwkwkwkw,negatif,wkwkwkwkwkwkw,wkwkwkwkwkwkw,wkwkwkwkwkwkw,['wkwkwkwkwkwkw'],wkwkwkwkwkwkw
@ManUtd_ID Mbuh karepmu,mbuh karepmu,negatif,mbuh karepmu,mbuh karepmu,embuh karepmu,"['embuh', 'karepmu']",embuh karepmu
Kalau gak buat drama bukan pemain Emyu / Manchester United namanya HAHAHAHA,kalau gak buat drama bukan pemain emyu manchester united namanya hahahaha,negatif,kalau gak buat drama bukan pemain emyu manchester united namanya hahahaha,kalau gak buat drama bukan pemain emyu manchester united namanya hahahaha,kalau enggak buat drama bukan pemain emyu manchester united namanya hahahaha,"['kalau', 'enggak', 'buat', 'drama', 'bukan', 'pemain', 'emyu', 'manchester', 'united', 'namanya', 'hahahaha']",drama pemain emyu manchester united namanya hahahaha
@ManUtd_ID Suruh balik lgi aja tuu 2 pemain anyar. Kasian mentalnya ancur,suruh balik lgi aja tuu pemain anyar kasian mentalnya ancur,negatif,suruh balik lgi aja tuu pemain anyar kasian mentalnya ancur,suruh balik lgi aja tuu pemain anyar kasian mentalnya ancur,suruh balik lagi saja tuh pemain anyar kasihan mentalnya hancur,"['suruh', 'balik', 'lagi', 'saja', 'tuh', 'pemain', 'anyar', 'kasihan', 'mentalnya', 'hancur']",suruh tuh pemain anyar kasihan mentalnya hancur
Masih ada fans emyu yg berani bandingin Mainoo sama Palmer? Sorry yeeeeeeee klub badut itu bernama Manchester United,masih ada fans emyu yg berani bandingin mainoo sama palmer sorry ye klub badut itu bernama manchester united,negatif,masih ada fans emyu yg berani bandingin mainoo sama palmer sorry ye klub badut itu bernama manchester united,masih ada fans emyu yg berani bandingin mainoo sama palmer sorry ye klub badut itu bernama manchester united,masih ada fan emyu yang berani bandingin mainoo sama palmer sorry ye klub badut itu bernama manchester united,"['masih', 'ada', 'fan', 'emyu', 'yang', 'berani', 'bandingin', 'mainoo', 'sama', 'palmer', 'sorry', 'ye', 'klub', 'badut', 'itu', 'bernama', 'manchester', 'united']",fan emyu berani bandingin mainoo palmer sorry ye klub badut bernama manchester united
@penaini top scorer ronaldo dulu di emyu jilid 2 juga top scorer apakah dia mainnya banyakan jelek? iya juga. gol bukan semuanya lu harus nonton jangan jadi kek fans madrid yg dikit2 gol. kalo stegen? gw si gapeduli mau dia cedera kek atau apa kek asalkan,top scorer ronaldo dulu di emyu jilid juga top scorer apakah dia mainnya banyakan jelek iya juga gol bukan semuanya lu harus nonton jangan jadi kek fans madrid yg dikit gol kalo stegen gw si gapeduli mau dia cedera kek atau apa kek asalkan,negatif,top scorer ronaldo dulu di emyu jilid juga top scorer apakah dia mainnya banyakan jelek iya juga gol bukan semuanya lu harus nonton jangan jadi kek fans madrid yg dikit gol kalo stegen gw si gapeduli mau dia cedera kek atau apa kek asalkan,top scorer ronaldo dulu di emyu jilid juga top scorer apakah dia mainnya banyakan jelek iya juga gol bukan semuanya lu harus nonton jangan jadi kek fans madrid yg dikit gol kalo stegen gw si gapeduli mau dia cedera kek atau apa kek asalkan,top scorer ronaldo dulu di emyu jilid juga top scorer apakah dia mainnya banyakan jelek iya juga gol bukan semuanya lu harus menonton jangan jadi kayak fan madrid yang dikit gol kalo stegen gue sih gapeduli mau dia cedera kayak atau apa kayak asalkan,"['top', 'scorer', 'ronaldo', 'dulu', 'di', 'emyu', 'jilid', 'juga', 'top', 'scorer', 'apakah', 'dia', 'mainnya', 'banyakan', 'jelek', 'iya', 'juga', 'gol', 'bukan', 'semuanya', 'lu', 'harus', 'menonton', 'jangan', 'jadi', 'kayak', 'fan', 'madrid', 'yang', 'dikit', 'gol', 'kalo', 'stegen', 'gue', 'sih', 'gapeduli', 'mau', 'dia', 'cedera', 'kayak', 'atau', 'apa', 'kayak', 'asalkan']",top scorer ronaldo emyu jilid top scorer mainnya banyakan jelek iya gol lu menonton kayak fan madrid dikit gol kalo stegen gue sih gapeduli cedera kayak kayak
@Txtmlbb Oh pantes fans @ManUtd_ID soalnya,oh pantes fans soalnya,negatif,oh pantes fans soalnya,oh pantes fans soalnya,oh pantas fan soalnya,"['oh', 'pantas', 'fan', 'soalnya']",oh fan
Saat ini jika Manchester United tanding melawan Dewa United gue yakin Manchester United bakalan keok deh.,saat ini jika manchester united tanding melawan dewa united gue yakin manchester united bakalan keok deh,positif,saat ini jika manchester united tanding melawan dewa united gue yakin manchester united bakalan keok deh,saat ini jika manchester united tanding melawan dewa united gue yakin manchester united bakalan keok deh,saat ini jika manchester united tanding melawan dewa united gue yakin manchester united bakalan keok deh,"['saat', 'ini', 'jika', 'manchester', 'united', 'tanding', 'melawan', 'dewa', 'united', 'gue', 'yakin', 'manchester', 'united', 'bakalan', 'keok', 'deh']",manchester united tanding melawan dewa united gue manchester united keok deh
Euforia Kemenangan besar Barcelona tertutupi dengan kekalahan Emyu pasti jadi bahan diskusi selama sepekan nanti wkwk. #ManchesterUnited #Manutd #WestHamUnited,euforia kemenangan besar barcelona tertutupi dengan kekalahan emyu pasti jadi bahan diskusi selama sepekan nanti wkwk manchesterunited manutd westhamunited,netral,euforia kemenangan besar barcelona tertutupi dengan kekalahan emyu pasti jadi bahan diskusi selama sepekan nanti wkwk manchesterunited manutd westhamunited,euforia kemenangan besar barcelona tertutupi dengan kekalahan emyu pasti jadi bahan diskusi selama sepekan nanti wkwk manchesterunited manutd westhamunited,euforia kemenangan besar barcelona tertutupi dengan kekalahan emyu pasti jadi bahan diskusi selama sepekan nanti wkwk manchesterunited manutd westhamunited,"['euforia', 'kemenangan', 'besar', 'barcelona', 'tertutupi', 'dengan', 'kekalahan', 'emyu', 'pasti', 'jadi', 'bahan', 'diskusi', 'selama', 'sepekan', 'nanti', 'wkwk', 'manchesterunited', 'manutd', 'westhamunited']",euforia kemenangan barcelona tertutupi kekalahan emyu bahan diskusi sepekan wkwk manchesterunited manutd westhamunited
@singalauts kurang kriteria fans emyu aja tuh,kurang kriteria fans emyu aja tuh,negatif,kurang kriteria fans emyu aja tuh,kurang kriteria fans emyu aja tuh,kurang kriteria fan emyu saja tuh,"['kurang', 'kriteria', 'fan', 'emyu', 'saja', 'tuh']",kriteria fan emyu tuh
@aewin86 @ManUtd_ID fans lu nih ambil,fans lu nih ambil,netral,fans lu nih ambil,fans lu nih ambil,fan lu nih ambil,"['fan', 'lu', 'nih', 'ambil']",fan lu nih ambil
@yudaaayyy @ManUtd_ID Pura pura gila aja bang besok,pura pura gila aja bang besok,negatif,pura pura gila aja bang besok,pura pura gila aja bang besok,pura pura gila saja bang besok,"['pura', 'pura', 'gila', 'saja', 'bang', 'besok']",pura pura gila bang besok
@classicshirts Sipaling jago jualan @ManUtd_ID,sipaling jago jualan,positif,sipaling jago jualan,sipaling jago jualan,sipaling jago jualan,"['sipaling', 'jago', 'jualan']",sipaling jago jualan
@LoveyRORA OW YEAH BOCIL EMYU https://t.co/KrqknomQkD,ow yeah bocil emyu,netral,ow yeah bocil emyu,ow yeah bocil emyu,ow yeah bocil emyu,"['ow', 'yeah', 'bocil', 'emyu']",ow yeah bocil emyu
Angel Gomes ketika meninggalkan Manchester United Saat saya pergi sepertinya itu adalah ide untuk saya menjadi pemain dan pribadi lebih baik #ManchesterUnited #kingemyu https://t.co/q9YPU7S8d1,angel gomes ketika meninggalkan manchester united saat saya pergi sepertinya itu adalah ide untuk saya menjadi pemain dan pribadi lebih baik manchesterunited kingemyu,positif,angel gomes ketika meninggalkan manchester united saat saya pergi sepertinya itu adalah ide untuk saya menjadi pemain dan pribadi lebih baik manchesterunited kingemyu,angel gomes ketika meninggalkan manchester united saat saya pergi sepertinya itu adalah ide untuk saya menjadi pemain dan pribadi lebih baik manchesterunited kingemyu,angel gomes ketika meninggalkan manchester united saat saya pergi sepertinya itu adalah ide untuk saya menjadi pemain dan pribadi lebih baik manchesterunited kingemyu,"['angel', 'gomes', 'ketika', 'meninggalkan', 'manchester', 'united', 'saat', 'saya', 'pergi', 'sepertinya', 'itu', 'adalah', 'ide', 'untuk', 'saya', 'menjadi', 'pemain', 'dan', 'pribadi', 'lebih', 'baik', 'manchesterunited', 'kingemyu']",angel gomes meninggalkan manchester united pergi ide pemain pribadi manchesterunited kingemyu
@plafonjebol @ManUtd_ID Malu ngga sih kalah sama ayam sayur,malu ngga sih kalah sama ayam sayur,positif,malu ngga sih kalah sama ayam sayur,malu ngga sih kalah sama ayam sayur,malu enggak sih kalah sama ayam sayur,"['malu', 'enggak', 'sih', 'kalah', 'sama', 'ayam', 'sayur']",malu sih kalah ayam sayur
@ShaniBudi Lo fans emyu ya?? Mending urusin aja klub kesayangan lo supaya terhindar dari zona degradasi,lo fans emyu ya mending urusin aja klub kesayangan lo supaya terhindar dari zona degradasi,negatif,lo fans emyu ya mending urusin aja klub kesayangan lo supaya terhindar dari zona degradasi,lo fans emyu ya mending urusin aja klub kesayangan lo supaya terhindar dari zona degradasi,lo fan emyu ya mending mengurusi saja klub kesayangan lo supaya terhindar dari zona degradasi,"['lo', 'fan', 'emyu', 'ya', 'mending', 'mengurusi', 'saja', 'klub', 'kesayangan', 'lo', 'supaya', 'terhindar', 'dari', 'zona', 'degradasi']",lo fan emyu ya mending mengurusi klub kesayangan lo terhindar zona degradasi
@ManUtd_ID Dorgu apes bgt debut kipernya onana...,dorgu apes bgt debut kipernya onana,negatif,dorgu apes bgt debut kipernya onana,dorgu apes bgt debut kipernya onana,dorgu apes banget debut kipernya onana,"['dorgu', 'apes', 'banget', 'debut', 'kipernya', 'onana']",dorgu apes banget debut kipernya onana
@cxlturedd Semalam habis nonton emyu pasti,semalam habis nonton emyu pasti,netral,semalam habis nonton emyu pasti,semalam habis nonton emyu pasti,semalam habis menonton emyu pasti,"['semalam', 'habis', 'menonton', 'emyu', 'pasti']",semalam habis menonton emyu
@ManUtd_ID @Cristiano Sangat benaarr. https://t.co/Y1kXA9jUEt,sangat benaarr,positif,sangat benaarr,sangat benaarr,sangat benaarr,"['sangat', 'benaarr']",benaarr
@ManUtd_ID Min kok harinya..?,min kok harinya,netral,min kok harinya,min kok harinya,min kok harinya,"['min', 'kok', 'harinya']",min harinya
Manchester United akan menerima Â£9.5M dari penjualan Hanibal Mejbri @ChrisWheelerDM #ManchesterUnited #HanibalMejbri #kingemyu https://t.co/jG4wAE1gnj,manchester united akan menerima m dari penjualan hanibal mejbri manchesterunited hanibalmejbri kingemyu,netral,manchester united akan menerima m dari penjualan hanibal mejbri manchesterunited hanibalmejbri kingemyu,manchester united akan menerima m dari penjualan hanibal mejbri manchesterunited hanibalmejbri kingemyu,manchester united akan menerima m dari penjualan hanibal mejbri manchesterunited hanibalmejbri kingemyu,"['manchester', 'united', 'akan', 'menerima', 'm', 'dari', 'penjualan', 'hanibal', 'mejbri', 'manchesterunited', 'hanibalmejbri', 'kingemyu']",manchester united menerima m penjualan hanibal mejbri manchesterunited hanibalmejbri kingemyu
@ManUtd_ID Nambahi pikiran ae,nambahi pikiran ae,negatif,nambahi pikiran ae,nambahi pikiran ae,nambahi pikiran saja,"['nambahi', 'pikiran', 'saja']",nambahi pikiran
@ManUtd_ID Lagi gua liatin dulu https://t.co/b2P0SZjKCj,lagi gua liatin dulu,netral,lagi gua liatin dulu,lagi gua liatin dulu,lagi gua memperlihatkan dulu,"['lagi', 'gua', 'memperlihatkan', 'dulu']",gua
Nggak tau apakah pelatih Inggris yang baru Tuchel bakal ngasih kepercayaan ke pemain Emyu lagi atau nggak? Hmmm #SUPERLIVE #SUPERSOCCER #INIRASANYASUPER #MANCHESTERUNITED https://t.co/gYlofaxJEi,nggak tau apakah pelatih inggris yang baru tuchel bakal ngasih kepercayaan ke pemain emyu lagi atau nggak hm superlive supersoccer inirasanyasuper manchesterunited,positif,nggak tau apakah pelatih inggris yang baru tuchel bakal ngasih kepercayaan ke pemain emyu lagi atau nggak hm superlive supersoccer inirasanyasuper manchesterunited,nggak tau apakah pelatih inggris yang baru tuchel bakal ngasih kepercayaan ke pemain emyu lagi atau nggak hm superlive supersoccer inirasanyasuper manchesterunited,enggak tau apakah pelatih inggris yang baru tuchel bakal mengasih kepercayaan ke pemain emyu lagi atau enggak hm superlive supersoccer inirasanyasuper manchesterunited,"['enggak', 'tau', 'apakah', 'pelatih', 'inggris', 'yang', 'baru', 'tuchel', 'bakal', 'mengasih', 'kepercayaan', 'ke', 'pemain', 'emyu', 'lagi', 'atau', 'enggak', 'hm', 'superlive', 'supersoccer', 'inirasanyasuper', 'manchesterunited']",tau pelatih inggris tuchel mengasih kepercayaan pemain emyu hm superlive supersoccer inirasanyasuper manchesterunited
@ManUtd_ID AYO @ManUtd LU PASTI BISA MENANGIN UCL LAGI SEMANGATTTT,ayo lu pasti bisa menangin ucl lagi semangat,positif,ayo lu pasti bisa menangin ucl lagi semangat,ayo lu pasti bisa menangin ucl lagi semangat,ayo lu pasti bisa menangin ucl lagi semangat,"['ayo', 'lu', 'pasti', 'bisa', 'menangin', 'ucl', 'lagi', 'semangat']",ayo lu menangin ucl semangat
Melihat dari kerja INEOS di bursa transfer dan manajemen Manchester United setidaknya ini akan membuat Erik Ten Hag harus membuat ManUnited kembali ke jalur yg benar Jika sampai kejadian musim lalu terulang maka 100% Ten Hag akan dipecat di akhir musim atau bisa lebih cepat https://t.co/n6OPD2cSdF,melihat dari kerja ineos di bursa transfer dan manajemen manchester united setidaknya ini akan membuat erik ten hag harus membuat manunited kembali ke jalur yg benar jika sampai kejadian musim lalu terulang maka ten hag akan dipecat di akhir musim atau bisa lebih cepat,positif,melihat dari kerja ineos di bursa transfer dan manajemen manchester united setidaknya ini akan membuat erik ten hag harus membuat manunited kembali ke jalur yg benar jika sampai kejadian musim lalu terulang maka ten hag akan dipecat di akhir musim atau bisa lebih cepat,melihat dari kerja ineos di bursa transfer dan manajemen manchester united setidaknya ini akan membuat erik ten hag harus membuat manunited kembali ke jalur yg benar jika sampai kejadian musim lalu terulang maka ten hag akan dipecat di akhir musim atau bisa lebih cepat,melihat dari kerja ineos di bursa transfer dan manajemen manchester united setidaknya ini akan membuat erik ten hag harus membuat manunited kembali ke jalur yang benar jika sampai kejadian musim lalu terulang maka ten hag akan dipecat di akhir musim atau bisa lebih cepat,"['melihat', 'dari', 'kerja', 'ineos', 'di', 'bursa', 'transfer', 'dan', 'manajemen', 'manchester', 'united', 'setidaknya', 'ini', 'akan', 'membuat', 'erik', 'ten', 'hag', 'harus', 'membuat', 'manunited', 'kembali', 'ke', 'jalur', 'yang', 'benar', 'jika', 'sampai', 'kejadian', 'musim', 'lalu', 'terulang', 'maka', 'ten', 'hag', 'akan', 'dipecat', 'di', 'akhir', 'musim', 'atau', 'bisa', 'lebih', 'cepat']",kerja ineos bursa transfer manajemen manchester united erik ten hag manunited jalur kejadian musim terulang ten hag dipecat musim cepat
@ManUtd_ID Bukan hal yg mengejutkan,bukan hal yg mengejutkan,positif,bukan hal yg mengejutkan,bukan hal yg mengejutkan,bukan hal yang mengejutkan,"['bukan', 'hal', 'yang', 'mengejutkan']",mengejutkan
@icustiyo @ManUtd_ID Mending kontrak aji santoso ae,mending kontrak aji santoso ae,netral,mending kontrak aji santoso ae,mending kontrak aji santoso ae,mending kontrak aji santoso saja,"['mending', 'kontrak', 'aji', 'santoso', 'saja']",mending kontrak aji santoso
@ManUtd_ID MUNTOT itu apaan min kepanjangannya?,muntot itu apaan min kepanjangannya,negatif,muntot itu apaan min kepanjangannya,muntot itu apaan min kepanjangannya,muntot itu apaan min kepanjangannya,"['muntot', 'itu', 'apaan', 'min', 'kepanjangannya']",muntot min kepanjangannya
Pertahanan emyu diobok obok,pertahanan emyu diobok obok,netral,pertahanan emyu diobok obok,pertahanan emyu diobok obok,pertahanan emyu diobok obok,"['pertahanan', 'emyu', 'diobok', 'obok']",pertahanan emyu diobok obok
@ManUtd_ID Main belum konsisten kebanyakan eksperimen,main belum konsisten kebanyakan eksperimen,negatif,main belum konsisten kebanyakan eksperimen,main belum konsisten kebanyakan eksperimen,main belum konsisten kebanyakan eksperimen,"['main', 'belum', 'konsisten', 'kebanyakan', 'eksperimen']",main konsisten kebanyakan eksperimen
@ManUtd_ID @HarryMaguire93 Spill akun pribadi ente mimin. Update bgt sama gonjang ganjing di hutan rimba ini hahahah,spill akun pribadi ente mimin update bgt sama gonjang ganjing di hutan rimba ini hahahah,negatif,spill akun pribadi ente mimin update bgt sama gonjang ganjing di hutan rimba ini hahahah,spill akun pribadi ente mimin update bgt sama gonjang ganjing di hutan rimba ini hahahah,spill akun pribadi ente admin update banget sama gonjang ganjing di hutan rimba ini hahahah,"['spill', 'akun', 'pribadi', 'ente', 'admin', 'update', 'banget', 'sama', 'gonjang', 'ganjing', 'di', 'hutan', 'rimba', 'ini', 'hahahah']",spill akun pribadi ente admin update banget gonjang ganjing hutan rimba hahahah
Kalah lwn emyu di adu pinalti ternyata ga buruk2 amat ya,kalah lwn emyu di adu pinalti ternyata ga buruk amat ya,negatif,kalah lwn emyu di adu pinalti ternyata ga buruk amat ya,kalah lwn emyu di adu pinalti ternyata ga buruk amat ya,kalah lwn emyu di adu pinalti ternyata enggak buruk amat ya,"['kalah', 'lwn', 'emyu', 'di', 'adu', 'pinalti', 'ternyata', 'enggak', 'buruk', 'amat', 'ya']",kalah lwn emyu adu pinalti buruk ya
