Comment Text,Cleaned Comment,Sentiment,lowercase,no_punct_digit,normalized,tokenized,preprocessing_comment
"Era Ten Hag terlalu banyak eksperimen formasi, Amorim lebih konsisten dengan sistemnya.",era ten hag terlalu banyak eksperimen formasi amorim lebih konsisten dengan sistemnya,negatif,era ten hag terlalu banyak eksperimen formasi amorim lebih konsisten dengan sistemnya,era ten hag terlalu banyak eksperimen formasi amorim lebih konsisten dengan sistemnya,era ten hag terlalu banyak eksperimen formasi amorim lebih konsisten dengan sistemnya,"['era', 'ten', 'hag', 'terlalu', 'banyak', 'eksperimen', 'formasi', 'amorim', 'lebih', 'konsisten', 'dengan', 'sistemnya']",era ten hag eksperimen formasi amorim konsisten sistemnya
"Menyesal Ten Hag dipecat, setidaknya dia punya visi yang jelas.",menyesal ten hag dipecat setidaknya dia punya visi yang jelas,negatif,menyesal ten hag dipecat setidaknya dia punya visi yang jelas,menyesal ten hag dipecat setidaknya dia punya visi yang jelas,menyesal ten hag dipecat setidaknya dia punya visi yang jelas,"['menyesal', 'ten', 'hag', 'dipecat', 'setidaknya', 'dia', 'punya', 'visi', 'yang', 'jelas']",menyesal ten hag dipecat visi
"astaghfirullah baru babak pertama padahal, di akun2 bola udah sibuk ini itulahï£¿Ã¼Ã²Ã",astaghfirullah baru babak pertama padahal di akun bola udah sibuk ini itulah,negatif,astaghfirullah baru babak pertama padahal di akun bola udah sibuk ini itulah,astaghfirullah baru babak pertama padahal di akun bola udah sibuk ini itulah,astaghfirullah baru babak pertama padahal di akun bola sudah sibuk ini itulah,"['astaghfirullah', 'baru', 'babak', 'pertama', 'padahal', 'di', 'akun', 'bola', 'sudah', 'sibuk', 'ini', 'itulah']",astaghfirullah babak akun bola sibuk
Ini yang salah siapa sih? Pemain yg gak bisa nerapin taktiknya eth atau eth nya yg gabecus? Monoton banget permainannya,ini yang salah siapa sih pemain yg gak bisa nerapin taktiknya eth atau eth nya yg gabecus monoton banget permainannya,negatif,ini yang salah siapa sih pemain yg gak bisa nerapin taktiknya eth atau eth nya yg gabecus monoton banget permainannya,ini yang salah siapa sih pemain yg gak bisa nerapin taktiknya eth atau eth nya yg gabecus monoton banget permainannya,ini yang salah siapa sih pemain yang enggak bisa nerapin taktiknya eth atau eth nya yang gabecus monoton banget permainannya,"['ini', 'yang', 'salah', 'siapa', 'sih', 'pemain', 'yang', 'enggak', 'bisa', 'nerapin', 'taktiknya', 'eth', 'atau', 'eth', 'nya', 'yang', 'gabecus', 'monoton', 'banget', 'permainannya']",salah sih pemain nerapin taktiknya eth eth nya gabecus monoton banget permainannya
Benci banget sama permainan era Amorim ini. Kayak nonton tim Sunday League!,benci banget sama permainan era amorim ini kayak nonton tim sunday league,negatif,benci banget sama permainan era amorim ini kayak nonton tim sunday league,benci banget sama permainan era amorim ini kayak nonton tim sunday league,benci banget sama permainan era amorim ini kayak menonton tim sunday league,"['benci', 'banget', 'sama', 'permainan', 'era', 'amorim', 'ini', 'kayak', 'menonton', 'tim', 'sunday', 'league']",benci banget permainan era amorim kayak menonton tim sunday league
"Harusnya lebih banyak mainin pemain muda, kasih mereka kesempatan.",harusnya lebih banyak mainin pemain muda kasih mereka kesempatan,negatif,harusnya lebih banyak mainin pemain muda kasih mereka kesempatan,harusnya lebih banyak mainin pemain muda kasih mereka kesempatan,harusnya lebih banyak mainin pemain muda kasih mereka kesempatan,"['harusnya', 'lebih', 'banyak', 'mainin', 'pemain', 'muda', 'kasih', 'mereka', 'kesempatan']",mainin pemain muda kasih kesempatan
Onana masih sering bikin keputusan aneh. Harusnya lebih tenang di bawah mistar.,onana masih sering bikin keputusan aneh harusnya lebih tenang di bawah mistar,netral,onana masih sering bikin keputusan aneh harusnya lebih tenang di bawah mistar,onana masih sering bikin keputusan aneh harusnya lebih tenang di bawah mistar,onana masih sering bikin keputusan aneh harusnya lebih tenang di bawah mistar,"['onana', 'masih', 'sering', 'bikin', 'keputusan', 'aneh', 'harusnya', 'lebih', 'tenang', 'di', 'bawah', 'mistar']",onana bikin keputusan aneh tenang mistar
"Formasi 3421 bolehlah sekali-kali, GK : Onana,  DLC : Martinez, DC : Maguire, DRC : De Light, DMC : Ugarte, MCR Casemiro, MCL :  Mainoo, DMR :: Dalot, DML : Shaw, AMCR : Amad, AMCL : Bruno, FC : Hojlund",formasi bolehlah sekalikali gk onana dlc martinez dc maguire drc de light dmc ugarte mcr casemiro mcl mainoo dmr dalot dml shaw amcr amad amcl bruno fc hojlund,netral,formasi bolehlah sekalikali gk onana dlc martinez dc maguire drc de light dmc ugarte mcr casemiro mcl mainoo dmr dalot dml shaw amcr amad amcl bruno fc hojlund,formasi bolehlah sekalikali gk onana dlc martinez dc maguire drc de light dmc ugarte mcr casemiro mcl mainoo dmr dalot dml shaw amcr amad amcl bruno fc hojlund,formasi bolehlah sekalikali enggak onana dlc martinez dc maguire drc deh light dmc ugarte mcr casemiro mcl mainoo dmr dalot dml shaw amcr amad amcl bruno fc hojlund,"['formasi', 'bolehlah', 'sekalikali', 'enggak', 'onana', 'dlc', 'martinez', 'dc', 'maguire', 'drc', 'deh', 'light', 'dmc', 'ugarte', 'mcr', 'casemiro', 'mcl', 'mainoo', 'dmr', 'dalot', 'dml', 'shaw', 'amcr', 'amad', 'amcl', 'bruno', 'fc', 'hojlund']",formasi sekalikali onana dlc martinez dc maguire drc deh light dmc ugarte mcr casemiro mcl mainoo dmr dalot dml shaw amcr amad amcl bruno fc hojlund
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral,jadwal main kapan jam berapa,jadwal main kapan jam berapa,jadwal main kapan jam berapa,"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
@clap_toneric nah berarti yg salah siapa...pelatih kan??? Itu aja,nah berarti yg salah siapapelatih kan itu aja,negatif,nah berarti yg salah siapapelatih kan itu aja,nah berarti yg salah siapapelatih kan itu aja,nah berarti yang salah siapapelatih kan itu saja,"['nah', 'berarti', 'yang', 'salah', 'siapapelatih', 'kan', 'itu', 'saja']",salah siapapelatih
@satri0anom22 untung lah kan gaji dibayar Chelsea bkn emyu itu termasuk untung biasanya,untung lah kan gaji dibayar chelsea bkn emyu itu termasuk untung biasanya,positif,untung lah kan gaji dibayar chelsea bkn emyu itu termasuk untung biasanya,untung lah kan gaji dibayar chelsea bkn emyu itu termasuk untung biasanya,untung lah kan gaji dibayar chelsea bukan emyu itu termasuk untung biasanya,"['untung', 'lah', 'kan', 'gaji', 'dibayar', 'chelsea', 'bukan', 'emyu', 'itu', 'termasuk', 'untung', 'biasanya']",untung gaji dibayar chelsea emyu untung
ga sengaja itu min anjir,ga sengaja itu min anjir,negatif,ga sengaja itu min anjir,ga sengaja itu min anjir,enggak sengaja itu min anjir,"['enggak', 'sengaja', 'itu', 'min', 'anjir']",sengaja min anjir
Tiap musim juga emang bukan pesaing,tiap musim juga emang bukan pesaing,positif,tiap musim juga emang bukan pesaing,tiap musim juga emang bukan pesaing,tiap musim juga memang bukan pesaing,"['tiap', 'musim', 'juga', 'memang', 'bukan', 'pesaing']",musim pesaing
Lebih masalah waktu sih sama pemain yg emang bener bisa nerapin taktik nya amorim,lebih masalah waktu sih sama pemain yg emang bener bisa nerapin taktik nya amorim,negatif,lebih masalah waktu sih sama pemain yg emang bener bisa nerapin taktik nya amorim,lebih masalah waktu sih sama pemain yg emang bener bisa nerapin taktik nya amorim,lebih masalah waktu sih sama pemain yang memang benar bisa nerapin taktik nya amorim,"['lebih', 'masalah', 'waktu', 'sih', 'sama', 'pemain', 'yang', 'memang', 'benar', 'bisa', 'nerapin', 'taktik', 'nya', 'amorim']",sih pemain nerapin taktik nya amorim
Plis jangan degradasi ï£¿Ã¼Ã²Ã,plis jangan degradasi,negatif,plis jangan degradasi,plis jangan degradasi,plis jangan degradasi,"['plis', 'jangan', 'degradasi']",plis degradasi
Kekalahan yang sangat memalukan! 1-2 kalah dan masih banyak masalah di lini belakang. Amorim harus segera perbaiki!,kekalahan yang sangat memalukan kalah dan masih banyak masalah di lini belakang amorim harus segera perbaiki,negatif,kekalahan yang sangat memalukan kalah dan masih banyak masalah di lini belakang amorim harus segera perbaiki,kekalahan yang sangat memalukan kalah dan masih banyak masalah di lini belakang amorim harus segera perbaiki,kekalahan yang sangat memalukan kalah dan masih banyak masalah di lini belakang amorim harus segera perbaiki,"['kekalahan', 'yang', 'sangat', 'memalukan', 'kalah', 'dan', 'masih', 'banyak', 'masalah', 'di', 'lini', 'belakang', 'amorim', 'harus', 'segera', 'perbaiki']",kekalahan memalukan kalah lini amorim perbaiki
"Mainnya lumayan, nggak terlalu buruk tapi juga nggak spesial.",mainnya lumayan nggak terlalu buruk tapi juga nggak spesial,positif,mainnya lumayan nggak terlalu buruk tapi juga nggak spesial,mainnya lumayan nggak terlalu buruk tapi juga nggak spesial,mainnya lumayan enggak terlalu buruk tapi juga enggak spesial,"['mainnya', 'lumayan', 'enggak', 'terlalu', 'buruk', 'tapi', 'juga', 'enggak', 'spesial']",mainnya lumayan buruk spesial
Gausah pinjam pinjam udh langsung aja jual udh ga ada hati main di emyu cok orang ini,gausah pinjam pinjam udh langsung aja jual udh ga ada hati main di emyu cok orang ini,negatif,gausah pinjam pinjam udh langsung aja jual udh ga ada hati main di emyu cok orang ini,gausah pinjam pinjam udh langsung aja jual udh ga ada hati main di emyu cok orang ini,enggak usah pinjam pinjam sudah langsung saja jual sudah enggak ada hati main di emyu cok orang ini,"['enggak', 'usah', 'pinjam', 'pinjam', 'sudah', 'langsung', 'saja', 'jual', 'sudah', 'enggak', 'ada', 'hati', 'main', 'di', 'emyu', 'cok', 'orang', 'ini']",pinjam pinjam langsung jual hati main emyu cok orang
Hojlund main 90 menit kalo ga control bola lepas yaa salah passing mulu lol,hojlund main menit kalo ga control bola lepas yaa salah passing mulu lol,negatif,hojlund main menit kalo ga control bola lepas yaa salah passing mulu lol,hojlund main menit kalo ga control bola lepas yaa salah passing mulu lol,hojlund main menit kalo enggak control bola lepas ya salah passing mulu lol,"['hojlund', 'main', 'menit', 'kalo', 'enggak', 'control', 'bola', 'lepas', 'ya', 'salah', 'passing', 'mulu', 'lol']",hojlund main menit kalo control bola lepas ya salah passing mulu lol
"Masih banyak kekurangan sih, tapi udah mulai ada perkembangan.",masih banyak kekurangan sih tapi udah mulai ada perkembangan,positif,masih banyak kekurangan sih tapi udah mulai ada perkembangan,masih banyak kekurangan sih tapi udah mulai ada perkembangan,masih banyak kekurangan sih tapi sudah mulai ada perkembangan,"['masih', 'banyak', 'kekurangan', 'sih', 'tapi', 'sudah', 'mulai', 'ada', 'perkembangan']",kekurangan sih perkembangan
@gradwntra maksud dia pemain Brighton udah berada dibelakang bola semua,maksud dia pemain brighton udah berada dibelakang bola semua,netral,maksud dia pemain brighton udah berada dibelakang bola semua,maksud dia pemain brighton udah berada dibelakang bola semua,maksud dia pemain brighton sudah berada dibelakang bola semua,"['maksud', 'dia', 'pemain', 'brighton', 'sudah', 'berada', 'dibelakang', 'bola', 'semua']",maksud pemain brighton dibelakang bola
Altayï£¿Ã¼Ã®â¢âÃ¹Â§ÃâÃ¨,altay,positif,altay,altay,altay,['altay'],altay
"MU butuh pemimpin sejati di lapangan, kadang kelihatan kurang motivasi.",mu butuh pemimpin sejati di lapangan kadang kelihatan kurang motivasi,negatif,mu butuh pemimpin sejati di lapangan kadang kelihatan kurang motivasi,mu butuh pemimpin sejati di lapangan kadang kelihatan kurang motivasi,mu butuh pemimpin sejati di lapangan kadang kelihatan kurang motivasi,"['mu', 'butuh', 'pemimpin', 'sejati', 'di', 'lapangan', 'kadang', 'kelihatan', 'kurang', 'motivasi']",mu butuh pemimpin sejati lapangan kadang motivasi
@irwan_zulkarnain16 nah bener tuh,nah bener tuh,positif,nah bener tuh,nah bener tuh,nah benar tuh,"['nah', 'benar', 'tuh']",tuh
@aliyyufezar offside,offside,negatif,offside,offside,offside,['offside'],offside
"Rotasi pemain lebih masuk akal, tidak ada yang dipaksa main saat tidak fit.",rotasi pemain lebih masuk akal tidak ada yang dipaksa main saat tidak fit,positif,rotasi pemain lebih masuk akal tidak ada yang dipaksa main saat tidak fit,rotasi pemain lebih masuk akal tidak ada yang dipaksa main saat tidak fit,rotasi pemain lebih masuk akal tidak ada yang dipaksa main saat tidak fit,"['rotasi', 'pemain', 'lebih', 'masuk', 'akal', 'tidak', 'ada', 'yang', 'dipaksa', 'main', 'saat', 'tidak', 'fit']",rotasi pemain masuk akal dipaksa main fit
"Ruben Amorim memperbaiki organisasi tim, meskipun imbang, saya yakin dengan sedikit waktu tim ini akan lebih kompetitif.",ruben amorim memperbaiki organisasi tim meskipun imbang saya yakin dengan sedikit waktu tim ini akan lebih kompetitif,positif,ruben amorim memperbaiki organisasi tim meskipun imbang saya yakin dengan sedikit waktu tim ini akan lebih kompetitif,ruben amorim memperbaiki organisasi tim meskipun imbang saya yakin dengan sedikit waktu tim ini akan lebih kompetitif,ruben amorim memperbaiki organisasi tim meskipun imbang saya yakin dengan sedikit waktu tim ini akan lebih kompetitif,"['ruben', 'amorim', 'memperbaiki', 'organisasi', 'tim', 'meskipun', 'imbang', 'saya', 'yakin', 'dengan', 'sedikit', 'waktu', 'tim', 'ini', 'akan', 'lebih', 'kompetitif']",ruben amorim memperbaiki organisasi tim imbang tim kompetitif
Berjuang teros kapan gol in nya,berjuang teros kapan gol in nya,negatif,berjuang teros kapan gol in nya,berjuang teros kapan gol in nya,berjuang teros kapan gol ini nya,"['berjuang', 'teros', 'kapan', 'gol', 'ini', 'nya']",berjuang teros gol nya
"Onana mulai nunjukin kelasnya, makin tenang di bawah mistar. Gak ada lagi drama-drama konyol!",onana mulai nunjukin kelasnya makin tenang di bawah mistar gak ada lagi dramadrama konyol,negatif,onana mulai nunjukin kelasnya makin tenang di bawah mistar gak ada lagi dramadrama konyol,onana mulai nunjukin kelasnya makin tenang di bawah mistar gak ada lagi dramadrama konyol,onana mulai nunjukin kelasnya makin tenang di bawah mistar enggak ada lagi dramadrama konyol,"['onana', 'mulai', 'nunjukin', 'kelasnya', 'makin', 'tenang', 'di', 'bawah', 'mistar', 'enggak', 'ada', 'lagi', 'dramadrama', 'konyol']",onana nunjukin kelasnya tenang mistar dramadrama konyol
betull,betull,positif,betull,betull,betull,['betull'],betull
"RÃºben Amorim sukses meningkatkan mentalitas tim, mereka lebih percaya diri di lapangan.",r ben amorim sukses meningkatkan mentalitas tim mereka lebih percaya diri di lapangan,positif,r ben amorim sukses meningkatkan mentalitas tim mereka lebih percaya diri di lapangan,r ben amorim sukses meningkatkan mentalitas tim mereka lebih percaya diri di lapangan,r ben amorim sukses meningkatkan mentalitas tim mereka lebih percaya diri di lapangan,"['r', 'ben', 'amorim', 'sukses', 'meningkatkan', 'mentalitas', 'tim', 'mereka', 'lebih', 'percaya', 'diri', 'di', 'lapangan']",r ben amorim sukses meningkatkan mentalitas tim percaya lapangan
"@foamiso iya itu maksud gw, bola udh depan semua pemain brigton, kan suka tuh udh one on one sama kiper trus bola nya di oper ke samping, kga offside",iya itu maksud gw bola udh depan semua pemain brigton kan suka tuh udh one on one sama kiper trus bola nya di oper ke samping kga offside,negatif,iya itu maksud gw bola udh depan semua pemain brigton kan suka tuh udh one on one sama kiper trus bola nya di oper ke samping kga offside,iya itu maksud gw bola udh depan semua pemain brigton kan suka tuh udh one on one sama kiper trus bola nya di oper ke samping kga offside,iya itu maksud gue bola sudah depan semua pemain brigton kan suka tuh sudah one on one sama kiper terus bola nya di oper ke samping kga offside,"['iya', 'itu', 'maksud', 'gue', 'bola', 'sudah', 'depan', 'semua', 'pemain', 'brigton', 'kan', 'suka', 'tuh', 'sudah', 'one', 'on', 'one', 'sama', 'kiper', 'terus', 'bola', 'nya', 'di', 'oper', 'ke', 'samping', 'kga', 'offside']",iya maksud gue bola pemain brigton suka tuh one on one kiper bola nya oper samping kga offside
"@asyrafilsaputra ada yg bales komen gw, kalo posisi 2 kalah ama besiktas. Jelas jelas besiktas lawan twente. Hplu ngebug itu",ada yg bales komen gw kalo posisi kalah ama besiktas jelas jelas besiktas lawan twente hplu ngebug itu,negatif,ada yg bales komen gw kalo posisi kalah ama besiktas jelas jelas besiktas lawan twente hplu ngebug itu,ada yg bales komen gw kalo posisi kalah ama besiktas jelas jelas besiktas lawan twente hplu ngebug itu,ada yang balas komen gue kalo posisi kalah sama besiktas jelas jelas besiktas lawan twente hplu ngebug itu,"['ada', 'yang', 'balas', 'komen', 'gue', 'kalo', 'posisi', 'kalah', 'sama', 'besiktas', 'jelas', 'jelas', 'besiktas', 'lawan', 'twente', 'hplu', 'ngebug', 'itu']",balas komen gue kalo posisi kalah besiktas besiktas lawan twente hplu ngebug
Turun sbagai pemain? Jangan yadekya ï£¿Ã¼Ã²Ã jadi penonton aja ï£¿Ã¼Ã²Ã,turun sbagai pemain jangan yadekya jadi penonton aja,negatif,turun sbagai pemain jangan yadekya jadi penonton aja,turun sbagai pemain jangan yadekya jadi penonton aja,turun sbagai pemain jangan yadekya jadi penonton saja,"['turun', 'sbagai', 'pemain', 'jangan', 'yadekya', 'jadi', 'penonton', 'saja']",turun sbagai pemain yadekya penonton
"Peluang MU untuk memenangkan liga semakin besar, semoga bisa terus berlanjut.",peluang mu untuk memenangkan liga semakin besar semoga bisa terus berlanjut,positif,peluang mu untuk memenangkan liga semakin besar semoga bisa terus berlanjut,peluang mu untuk memenangkan liga semakin besar semoga bisa terus berlanjut,peluang mu untuk memenangkan liga semakin besar semoga bisa terus berlanjut,"['peluang', 'mu', 'untuk', 'memenangkan', 'liga', 'semakin', 'besar', 'semoga', 'bisa', 'terus', 'berlanjut']",peluang mu memenangkan liga semoga berlanjut
mau Amad mau apa kalau pelatih badut sama aja,mau amad mau apa kalau pelatih badut sama aja,negatif,mau amad mau apa kalau pelatih badut sama aja,mau amad mau apa kalau pelatih badut sama aja,mau amad mau apa kalau pelatih badut sama saja,"['mau', 'amad', 'mau', 'apa', 'kalau', 'pelatih', 'badut', 'sama', 'saja']",amad pelatih badut
tolol,tolol,negatif,tolol,tolol,tolol,['tolol'],tolol
astaga onana,astaga onana,negatif,astaga onana,astaga onana,astaga onana,"['astaga', 'onana']",astaga onana
"@hmdnrsky off-side, pemain MU banyak yang dibelakang pemain Leicester. Termasuk Maguire. Berhubung gaada var dianggap gol sama wasit",offside pemain mu banyak yang dibelakang pemain leicester termasuk maguire berhubung gaada var dianggap gol sama wasit,positif,offside pemain mu banyak yang dibelakang pemain leicester termasuk maguire berhubung gaada var dianggap gol sama wasit,offside pemain mu banyak yang dibelakang pemain leicester termasuk maguire berhubung gaada var dianggap gol sama wasit,offside pemain mu banyak yang dibelakang pemain leicester termasuk maguire berhubung enggak ada var dianggap gol sama wasit,"['offside', 'pemain', 'mu', 'banyak', 'yang', 'dibelakang', 'pemain', 'leicester', 'termasuk', 'maguire', 'berhubung', 'enggak', 'ada', 'var', 'dianggap', 'gol', 'sama', 'wasit']",offside pemain mu dibelakang pemain leicester maguire berhubung var dianggap gol wasit
"Pertandingan kemarin sebenarnya seru, tapi sayang hasilnya nggak maksimal.",pertandingan kemarin sebenarnya seru tapi sayang hasilnya nggak maksimal,positif,pertandingan kemarin sebenarnya seru tapi sayang hasilnya nggak maksimal,pertandingan kemarin sebenarnya seru tapi sayang hasilnya nggak maksimal,pertandingan kemarin sebenarnya seru tapi sayang hasilnya enggak maksimal,"['pertandingan', 'kemarin', 'sebenarnya', 'seru', 'tapi', 'sayang', 'hasilnya', 'enggak', 'maksimal']",pertandingan kemarin seru sayang hasilnya maksimal
Brighton selalu jadi mimpi buruk emyu,brighton selalu jadi mimpi buruk emyu,negatif,brighton selalu jadi mimpi buruk emyu,brighton selalu jadi mimpi buruk emyu,brighton selalu jadi mimpi buruk emyu,"['brighton', 'selalu', 'jadi', 'mimpi', 'buruk', 'emyu']",brighton mimpi buruk emyu
"Ten Hag sudah mulai menunjukkan dampak positif dengan tim yang lebih terorganisir, namun hasilnya masih belum maksimal.",ten hag sudah mulai menunjukkan dampak positif dengan tim yang lebih terorganisir namun hasilnya masih belum maksimal,negatif,ten hag sudah mulai menunjukkan dampak positif dengan tim yang lebih terorganisir namun hasilnya masih belum maksimal,ten hag sudah mulai menunjukkan dampak positif dengan tim yang lebih terorganisir namun hasilnya masih belum maksimal,ten hag sudah mulai menunjukkan dampak positif dengan tim yang lebih terorganisir namun hasilnya masih belum maksimal,"['ten', 'hag', 'sudah', 'mulai', 'menunjukkan', 'dampak', 'positif', 'dengan', 'tim', 'yang', 'lebih', 'terorganisir', 'namun', 'hasilnya', 'masih', 'belum', 'maksimal']",ten hag dampak positif tim terorganisir hasilnya maksimal
etdah itu jelas offside bang jauh banget offsidenya,etdah itu jelas offside bang jauh banget offsidenya,negatif,etdah itu jelas offside bang jauh banget offsidenya,etdah itu jelas offside bang jauh banget offsidenya,etdah itu jelas offside bang jauh banget offsidenya,"['etdah', 'itu', 'jelas', 'offside', 'bang', 'jauh', 'banget', 'offsidenya']",etdah offside bang banget offsidenya
Nikmatin aja lah toh rata2 klean juga pda pgn eth stay kan..gw si ngga ya,nikmatin aja lah toh rata klean juga pda pgn eth stay kangw si ngga ya,positif,nikmatin aja lah toh rata klean juga pda pgn eth stay kangw si ngga ya,nikmatin aja lah toh rata klean juga pda pgn eth stay kangw si ngga ya,menikmati saja lah toh rata klean juga pada pengin eth stay kangw sih enggak ya,"['menikmati', 'saja', 'lah', 'toh', 'rata', 'klean', 'juga', 'pada', 'pengin', 'eth', 'stay', 'kangw', 'sih', 'enggak', 'ya']",menikmati klean pengin eth stay kangw sih ya
terus mau nyalahin siapa lagi.?? Glazzer,terus mau nyalahin siapa lagi glazzer,negatif,terus mau nyalahin siapa lagi glazzer,terus mau nyalahin siapa lagi glazzer,terus mau menyalahkan siapa lagi glazzer,"['terus', 'mau', 'menyalahkan', 'siapa', 'lagi', 'glazzer']",menyalahkan glazzer
tanda tanda terpongkeng ?,tanda tanda terpongkeng,negatif,tanda tanda terpongkeng,tanda tanda terpongkeng,tanda tanda terpongkeng,"['tanda', 'tanda', 'terpongkeng']",tanda tanda terpongkeng
"Ruben Amorim memperbaiki organisasi permainan, namun Rashford dan Bruno Fernandes harus lebih tajam di depan gawang untuk meraih kemenangan.",ruben amorim memperbaiki organisasi permainan namun rashford dan bruno fernandes harus lebih tajam di depan gawang untuk meraih kemenangan,positif,ruben amorim memperbaiki organisasi permainan namun rashford dan bruno fernandes harus lebih tajam di depan gawang untuk meraih kemenangan,ruben amorim memperbaiki organisasi permainan namun rashford dan bruno fernandes harus lebih tajam di depan gawang untuk meraih kemenangan,ruben amorim memperbaiki organisasi permainan namun rashford dan bruno fernandes harus lebih tajam di depan gawang untuk meraih kemenangan,"['ruben', 'amorim', 'memperbaiki', 'organisasi', 'permainan', 'namun', 'rashford', 'dan', 'bruno', 'fernandes', 'harus', 'lebih', 'tajam', 'di', 'depan', 'gawang', 'untuk', 'meraih', 'kemenangan']",ruben amorim memperbaiki organisasi permainan rashford bruno fernandes tajam gawang meraih kemenangan
"Garnacho dan Bruno tampil gemilang, tapi harus diingat kalau pertahanan kita masih rawan! 3-1, tapi masih jauh dari sempurna.",garnacho dan bruno tampil gemilang tapi harus diingat kalau pertahanan kita masih rawan tapi masih jauh dari sempurna,positif,garnacho dan bruno tampil gemilang tapi harus diingat kalau pertahanan kita masih rawan tapi masih jauh dari sempurna,garnacho dan bruno tampil gemilang tapi harus diingat kalau pertahanan kita masih rawan tapi masih jauh dari sempurna,garnacho dan bruno tampil gemilang tapi harus diingat kalau pertahanan kita masih rawan tapi masih jauh dari sempurna,"['garnacho', 'dan', 'bruno', 'tampil', 'gemilang', 'tapi', 'harus', 'diingat', 'kalau', 'pertahanan', 'kita', 'masih', 'rawan', 'tapi', 'masih', 'jauh', 'dari', 'sempurna']",garnacho bruno tampil gemilang pertahanan rawan sempurna
Ugarte jadi penghubung yang stabil banget di lini tengah. Dia ngelindungi lini belakang dengan cara yang elegan.,ugarte jadi penghubung yang stabil banget di lini tengah dia ngelindungi lini belakang dengan cara yang elegan,positif,ugarte jadi penghubung yang stabil banget di lini tengah dia ngelindungi lini belakang dengan cara yang elegan,ugarte jadi penghubung yang stabil banget di lini tengah dia ngelindungi lini belakang dengan cara yang elegan,ugarte jadi penghubung yang stabil banget di lini tengah dia ngelindungi lini belakang dengan cara yang elegan,"['ugarte', 'jadi', 'penghubung', 'yang', 'stabil', 'banget', 'di', 'lini', 'tengah', 'dia', 'ngelindungi', 'lini', 'belakang', 'dengan', 'cara', 'yang', 'elegan']",ugarte penghubung stabil banget lini ngelindungi lini elegan
"Ten hag bacot mulu,ngelatih kaya taiii..dasar botak",ten hag bacot mulungelatih kaya taidasar botak,negatif,ten hag bacot mulungelatih kaya taidasar botak,ten hag bacot mulungelatih kaya taidasar botak,ten hag bacot mulungelatih kaya taidasar botak,"['ten', 'hag', 'bacot', 'mulungelatih', 'kaya', 'taidasar', 'botak']",ten hag bacot mulungelatih kaya taidasar botak
apa yg salah dari tim ini sih yaampun,apa yg salah dari tim ini sih yaampun,negatif,apa yg salah dari tim ini sih yaampun,apa yg salah dari tim ini sih yaampun,apa yang salah dari tim ini sih yaampun,"['apa', 'yang', 'salah', 'dari', 'tim', 'ini', 'sih', 'yaampun']",salah tim sih yaampun
"plis gaperlu ikutan tim lain pake build up dari belakang, liat klub lain main build up tiap lawan emyu smooth banget enak diliat lah klo emyu yg build up bkin deg deg an doang njir kliatan bgt mediokernyaï£¿Ã¼Ã²Â¢",plis gaperlu ikutan tim lain pake build up dari belakang liat klub lain main build up tiap lawan emyu smooth banget enak diliat lah klo emyu yg build up bkin deg deg an doang njir kliatan bgt mediokernya,positif,plis gaperlu ikutan tim lain pake build up dari belakang liat klub lain main build up tiap lawan emyu smooth banget enak diliat lah klo emyu yg build up bkin deg deg an doang njir kliatan bgt mediokernya,plis gaperlu ikutan tim lain pake build up dari belakang liat klub lain main build up tiap lawan emyu smooth banget enak diliat lah klo emyu yg build up bkin deg deg an doang njir kliatan bgt mediokernya,plis gaperlu ikutan tim lain pakai build up dari belakang lihat klub lain main build up tiap lawan emyu smooth banget enak dilihat lah kalo emyu yang build up bikin deg deg an doang anjir kelihatan banget mediokernya,"['plis', 'gaperlu', 'ikutan', 'tim', 'lain', 'pakai', 'build', 'up', 'dari', 'belakang', 'lihat', 'klub', 'lain', 'main', 'build', 'up', 'tiap', 'lawan', 'emyu', 'smooth', 'banget', 'enak', 'dilihat', 'lah', 'kalo', 'emyu', 'yang', 'build', 'up', 'bikin', 'deg', 'deg', 'an', 'doang', 'anjir', 'kelihatan', 'banget', 'mediokernya']",plis gaperlu ikutan tim pakai build up lihat klub main build up lawan emyu smooth banget enak kalo emyu build up bikin deg deg an doang anjir banget mediokernya
"Sayang banget banyak peluang yang terbuang, harus lebih fokus!",sayang banget banyak peluang yang terbuang harus lebih fokus,negatif,sayang banget banyak peluang yang terbuang harus lebih fokus,sayang banget banyak peluang yang terbuang harus lebih fokus,sayang banget banyak peluang yang terbuang harus lebih fokus,"['sayang', 'banget', 'banyak', 'peluang', 'yang', 'terbuang', 'harus', 'lebih', 'fokus']",sayang banget peluang terbuang fokus
